concat,constName,stateName,winner,winParty,Winvotes,Votesharewinner,Runner,runParty,Runvotes,Votesharerunner,Marginabs,absMarginText,marginPC
S10_18,Chitradurga,Karnataka,A. Narayanaswamy,BJP,626195,50.26,B N Chandrappa,INC,546017,43.82,80178,80.18K,6.44
S20_11,Dausa,Rajasthan,Jaskaur Meena,BJP,548733,51.63,Savita Meena,INC,470289,44.25,78444,78.44K,7.38
S25_37,Bishnupur,West Bengal,Khan Saumitra,BJP,657019,46.25,Shyamal Santra,All India Trinamool Congress,578972,40.75,78047,78.05K,5.5
S29_11,Mahbubnagar,Telangana,Manne Srinivas Reddy,Telangana Rashtra Samithi,411402,41.78,Aruna D.k,BJP,333573,33.88,77829,77.83K,7.9
S13_12,Gadchiroli-chimur,Maharashtra,Ashok Mahadeorao Nete,BJP,519968,45.5,Dr. Namdeo Dalluji Usendi,INC,442442,38.72,77526,77.53K,6.78
S22_33,Theni,Tamil Nadu,Raveendranath Kumar P.,All India Anna Dravida Munnetra Kazhagam,504813,43.02,"Elangovan, E.v.k.s.",INC,428120,36.48,76693,76.69K,6.54
S19_7,Ludhiana,Punjab,Ravneet Singh Bittu,INC,383795,36.66,Simarjeet Singh Bains,Lok Insaaf Party,307423,29.36,76372,76.37K,7.3
S14_2,Outer Manipur,Manipur,Lorho S. Pfoze,Naga Peoples Front,363527,42.37,Houlim Shokhopao Mate,BJP,289745,33.77,73782,73.78K,8.6
S25_28,Hooghly,West Bengal,Locket Chatterjee,BJP,671448,46.06,Dr. Ratna De (Nag),All India Trinamool Congress,598086,41.03,73362,73.36K,5.03
S04_37,Aurangabad,Bihar,Sushil Kumar Singh,BJP,431541,45.83,Upendra Prasad,Hindustani Awam Morcha (Secular),358934,38.12,72607,72.61K,7.71
S27_10,Singhbhum,Jharkhand,Geeta Kora,INC,431815,49.11,Laxman Giluwa,BJP,359660,40.9,72155,72.16K,8.21
S10_25,Bangalore Central,Karnataka,P.C. Mohan,BJP,602853,50.35,Rizwan Arshad,INC,531885,44.43,70968,70.97K,5.92
S29_4,Nizamabad,Telangana,Arvind Dharmapuri,BJP,480584,45.22,Kalvakuntla Kavitha,Telangana Rashtra Samithi,409709,38.55,70875,70.88K,6.67
S22_10,Dharmapuri,Tamil Nadu,Dnv Senthilkumar S. ,Dravida Munnetra Kazhagam,574988,47.01,Anbumani Ramadoss,Pattali Makkal Katchi,504235,41.22,70753,70.75K,5.79
S09_2,Srinagar,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,106750,57.14,Aga Syed Mohsin,Peoples Democratic Party,36700,19.64,70050,70.05K,37.5
S02_2,Arunachal East,Arunachal Pradesh,Tapir Gao,BJP,153883,52.38,Lowangcha Wanglat,INC,83935,28.57,69948,69.95K,23.81
S24_4,Bijnor,Uttar Pradesh,Malook Nagar,Bahujan Samaj Party,561045,50.97,Raja Bharatendra Singh,BJP,491104,44.61,69941,69.94K,6.36
S18_4,Keonjhar,Odisha,Chandrani Murmu,Biju Janata Dal,526359,44.75,Ananta Nayak,BJP,460156,39.12,66203,66.2K,5.63
S26_2,Raigarh,Chhattisgarh,Gomati Sai,BJP,658335,48.76,Laljeet Singh Rathia,INC,592308,43.87,66027,66.03K,4.89
S24_54,Faizabad,Uttar Pradesh,Lallu Singh,BJP,529021,48.66,Anand Sen,Samajwadi Party,463544,42.64,65477,65.48K,6.02
S24_41,Etawah,Uttar Pradesh,Dr. Ram Shankar Katheria,BJP,522119,50.8,Kamlesh Kumar,Samajwadi Party,457682,44.53,64437,64.44K,6.27
S15_2,Tura,Meghalaya,Agatha K. Sangma,National People's Party,304455,52.22,Dr. Mukul Sangma,INC,240425,41.24,64030,64.03K,10.98
S18_1,Bargarh,Odisha,Suresh Pujari,BJP,581245,46.58,Prasanna Acharya,Biju Janata Dal,517306,41.45,63939,63.94K,5.13
S24_9,Amroha,Uttar Pradesh,Kunwar Danish Ali,Bahujan Samaj Party,601082,51.41,Kanwar Singh Tanwar,BJP,537834,46,63248,63.25K,5.41
S25_12,Krishnanagar,West Bengal,Mahua Moitra,All India Trinamool Congress,614872,45,Kalyan Chaubey,BJP,551654,40.37,63218,63.22K,4.63
S29_8,Secundrabad,Telangana,G. Kishan Reddy,BJP,384780,42.05,Talasani Sai Kiran Yadav,Telangana Rashtra Samithi,322666,35.26,62114,62.11K,6.79
S11_16,Mavelikkara,Kerala,Kodikunnil Suresh,INC,440415,45.36,Chittayam Gopakumar,Communist Party Of India,379277,39.06,61138,61.14K,6.3
S25_5,Raiganj,West Bengal,Debasree Chaudhuri,BJP,511652,40.06,Agarwal Kanaialal,All India Trinamool Congress,451078,35.32,60574,60.57K,4.74
S01_11,Machilipatnam,Andhra Pradesh,Balashowry Vallabhaneni,Yuvajana Sramika Rythu Congress Party,571436,46.02,Konakalla Narayana Rao,Telugu Desam,511295,41.18,60141,60.14K,4.84
S24_48,Banda,Uttar Pradesh,R.K. Singh Patel,BJP,477926,46.2,Shyama Charan Gupta,Samajwadi Party,418988,40.5,58938,58.94K,5.7
S29_1,Adilabad,Telangana,Soyam Bapu Rao,BJP,377374,35.48,Godam Nagesh,Telangana Rashtra Samithi,318814,29.97,58560,58.56K,5.51
S13_36,Shirur,Maharashtra,Dr. Amol Ramsing Kolhe,Nationalist Congress Party,635830,49.17,Adhalrao Shivaji Dattatrey,Shivsena,577347,44.65,58483,58.48K,4.52
S04_11,Katihar,Bihar,Dulal Chandra Goswami,Janata Dal  (United),559423,50.05,Tariq Anwar,INC,502220,44.93,57203,57.2K,5.12
S10_9,Bellary,Karnataka,Y. Devendrappa,BJP,616388,50.44,V. S. Ugrappa,INC,560681,45.89,55707,55.71K,4.55
S24_37,Amethi,Uttar Pradesh,Smriti Irani,BJP,468514,49.71,Rahul Gandhi,INC,413394,43.86,55120,55.12K,5.85
S24_80,Robertsganj,Uttar Pradesh,Pakauri Lal Kol,Apna Dal (Soneylal),447914,45.32,Bhai Lal,Samajwadi Party,393578,39.82,54336,54.34K,5.5
S25_1,Cooch Behar,West Bengal,Nisith Pramanik,BJP,731594,47.98,Adhikary Paresh Chandra,All India Trinamool Congress,677363,44.43,54231,54.23K,3.55
S25_16,Dum Dum,West Bengal,Sougata Ray,All India Trinamool Congress,512062,42.51,Samik Bhattacharya,BJP,459060,38.11,53002,53K,4.4
S19_5,Hoshiarpur,Punjab,Som Parkash,BJP,421320,42.52,Dr. Raj Kumar Chabbewal,INC,372790,37.63,48530,48.53K,4.89
S01_3,Vizianagaram,Andhra Pradesh,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,578418,47.49,Ashok Gajapathi Raju Pusapati,Telugu Desam,530382,43.55,48036,48.04K,3.94
S27_2,Dumka,Jharkhand,Sunil Soren,BJP,484923,47.26,Shibu Soren,Jharkhand Mukti Morcha,437333,42.63,47590,47.59K,4.63
U02_1,Chandigarh,Chandigarh,Kirron Kher,BJP,231188,50.64,Pawan Kumar Bansal,INC,184218,40.35,46970,46.97K,10.29
S19_6,Anandpur Sahib,Punjab,Manish Tewari,INC,428045,39.57,Professor Prem Singh Chandumajra,Shiromani Akali Dal,381161,35.24,46884,46.88K,4.33
S13_13,Chandrapur,Maharashtra,Balubhau (Suresh Narayan Dhanorkar),INC,559507,45.18,Ahir Hansraj Gangaram,BJP,514744,41.56,44763,44.76K,3.62
S11_17,Pathanamthitta,Kerala,Anto Antony,INC,380927,37.11,Veena George,Communist Party Of India  (Marxist),336684,32.8,44243,44.24K,4.31
S24_78,Bhadohi,Uttar Pradesh,Ramesh Chand,BJP,510029,49.07,Rangnath Mishra,Bahujan Samaj Party,466414,44.87,43615,43.62K,4.2
S18_12,Nabarangpur,Odisha,Ramesh Chandra Majhi,Biju Janata Dal,391234,33.91,Pradeep Kumar Majhi,INC,348334,30.19,42900,42.9K,3.72
S13_17,Parbhani,Maharashtra,Jadhav Sanjay (Bandu) Haribhau,Shivsena,538941,43.02,Rajesh Uttamrao Vitekar,Nationalist Congress Party,496742,39.65,42199,42.2K,3.37
S11_1,Kasaragod,Kerala,Rajmohan Unnithan,INC,474961,43.18,K. P. Sathishchandran,Communist Party Of India  (Marxist),434523,39.5,40438,40.44K,3.68
S13_16,Nanded,Maharashtra,Prataprao Patil Chikhalikar,BJP,486806,43.1,Ashok Shankarrao Chavan,INC,446658,39.55,40148,40.15K,3.55
S01_7,Amalapuram,Andhra Pradesh,Chinta Anuradha,Yuvajana Sramika Rythu Congress Party,485313,39.43,Ganti Harish Madhur (Balayogi),Telugu Desam,445347,36.18,39966,39.97K,3.25
S04_31,Pataliputra,Bihar,Ram Kripal Yadav,BJP,509557,47.28,Misha Bharti,Rashtriya Janata Dal,470236,43.63,39321,39.32K,3.65
S26_10,Bastar,Chhattisgarh,Deepak Baij,INC,402527,44.1,Baidu Ram Kashyap,BJP,363545,39.83,38982,38.98K,4.27
S24_50,Kaushambi,Uttar Pradesh,Vinod Kumar Sonkar,BJP,383009,39.31,Indrajeet Saroj,Samajwadi Party,344287,35.33,38722,38.72K,3.98
S10_8,Koppal,Karnataka,Karadi Sanganna Amarappa,BJP,586783,49.3,K.rajashekar Basavaraj Hitnal,INC,548386,46.07,38397,38.4K,3.23
